Model,Description,Prefix,Design,Size
PLSP032CH,"Sugar Packet Holder, rectangular, plastic, brown (2 dozen minimum order)",PLSP03,,
PLSP032CL,"Sugar Packet Holder, rectangular, plastic, clear (2 dozen minimum order)",PLSP03,,
PLSP032WT,"Sugar Packet Holder, rectangular, plastic, white (2 dozen minimum order)",PLSP03,,
PLSP1013C,"Sheet Pan Cover, 1/4-size, 13"" x 9-1/2"", polypropylene (12 each minimum order)",PLSP1,,
PLSP1813C,"Sheet Pan Cover, 1/2 size, 18"" x 13"", polypropylene (12 each minimum order)",PLSP1,,
PLSP1826C,"Sheet Pan Cover, full size, 18"" x 26"", polypropylene (12 each minimum order)",PLSP1,,
PLSPT0802,"Sushi Party Tray, 8-1/2"" x 2-3/16"", round, black, flower pattern, red trim, ABS plastic",PLSPT,,
PLSPT0902,"Sushi Party Tray, 9-1/2"" x 2-1/4"", round, black, flower pattern, red trim, ABS plastic",PLSPT,,
PLSPT1102,"Sushi Party Tray, 11-3/4"" x 2-3/8"", round, black, flower pattern, red trim, ABS plastic",PLSPT,,
PLSS111BG,"Serving Spoon, 11"", solid, dishwasher safe, polycarbonate, beige, NSF",PLSS1,,
PLSS111BK,"Serving Spoon, 11"", solid, dishwasher safe, polycarbonate, black, NSF",PLSS1,,
PLSS111CL,"Serving Spoon, 11"", solid, dishwasher safe, polycarbonate, clear, NSF",PLSS1,,
PLSS111GR,"Serving Spoon, 11"", solid, dishwasher safe, polycarbonate, green, NSF",PLSS1,,
PLSS111RD,"Serving Spoon, 11"", solid, dishwasher safe, polycarbonate, red, NSF",PLSS1,,
PLSS111WH,"Serving Spoon, 11"", solid, dishwasher safe, polycarbonate, white, NSF",PLSS1,,
PLSS113BG,"Serving Spoon, 11"", perforated, dishwasher safe, polycarbonate, beige, NSF",PLSS1,,
PLSS113BK,"Serving Spoon, 11"", perforated, dishwasher safe, polycarbonate, black, NSF",PLSS1,,
PLSS113CL,"Serving Spoon, 11"", perforated, dishwasher safe, polycarbonate, clear, NSF",PLSS1,,
PLSS113GR,"Serving Spoon, 11"", perforated, dishwasher safe, polycarbonate, green, NSF",PLSS1,,
PLSS113RD,"Serving Spoon, 11"", perforated, dishwasher safe, polycarbonate, red, NSF",PLSS1,,
PLSS113WH,"Serving Spoon, 11"", perforated, dishwasher safe, polycarbonate, white , NSF",PLSS1,,
PLSS211BG,"Serving Spoon, 13"", solid, dishwasher safe, polycarbonate, beige, NSF",PLSS2,,
PLSS211BK,"Serving Spoon, 13"", solid, dishwasher safe, polycarbonate, black, NSF",PLSS2,,
PLSS211CL,"Serving Spoon, 13"", solid, dishwasher safe, polycarbonate, clear, NSF",PLSS2,,
PLSS211GR,"Serving Spoon, 13"", solid, dishwasher safe, polycarbonate, green, NSF",PLSS2,,
PLSS211RD,"Serving Spoon, 13"", solid, dishwasher safe, polycarbonate, red, NSF",PLSS2,,
PLSS211WH,"Serving Spoon, 13"", solid, dishwasher safe, polycarbonate, white , NSF",PLSS2,,
PLSS213BG,"Serving Spoon, 13"", perforated, dishwasher safe, polycarbonate, beige, NSF",PLSS2,,
PLSS213BK,"Serving Spoon, 13"", perforated, dishwasher safe, polycarbonate, black, NSF",PLSS2,,
PLSS213CL,"Serving Spoon, 13"", perforated, dishwasher safe, polycarbonate, clear, NSF",PLSS2,,
PLSS213GR,"Serving Spoon, 13"", perforated, dishwasher safe, polycarbonate, green, NSF",PLSS2,,
PLSS213RD,"Serving Spoon, 13"", perforated, dishwasher safe, polycarbonate, red, NSF",PLSS2,,
PLSS213WH,"Serving Spoon, 13"", perforated, dishwasher safe, polycarbonate, white , NSF",PLSS2,,
PLSSGR001,"Glass Rimmer, 3 swing trays, compact storage, ABS plastic, black (2 each minimum order)",PLSSG,,
PLST1100BL,"Serving Tray, 11"" dia., slip resistant, polypropylene, black, NSF (12 each minimum order)",PLST1,,
PLST1100BR,"Serving Tray, 11"" dia., slip resistant, polypropylene, brown, NSF (12 each minimum order)",PLST1,,
PLST1400BL,"Serving Tray, 14"" dia., slip resistant, polypropylene, black, NSF (12 each minimum order)",PLST1,,
PLST1400BR,"Serving Tray, 14"" dia., slip resistant, polypropylene, brown, NSF (12 each minimum order)",PLST1,,
PLST1418BL,"Serving Tray, rectangular, 14"" x 18"", slip resistant, polypropylene, black, NSF (12 each minimum order)",PLST1,,
PLST1418BR,"Serving Tray, rectangular, 14"" x 18"", slip resistant, polypropylene, brown, NSF (12 each minimum order)",PLST1,,
PLST1600BL,"Serving Tray, 16"" dia., slip resistant, polypropylene, black, NSF (12 each minimum order)",PLST1,,
PLST1600BR,"Serving Tray, 16"" dia., slip resistant, polypropylene, brown, NSF (12 each minimum order)",PLST1,,
PLST2700BL,"Serving Tray, 22"" x 27"", oval, slip resistant, polypropylene, black, NSF (6 each minimum order)",PLST2,,
PLST2700BR,"Serving Tray, 22"" x 27"", oval, slip resistant, polypropylene, brown, NSF (6 each minimum order)",PLST2,,
PLSTD393,"Paper Towel Dispenser, 11"" x 10-1/2"" x 13-1/2"", square, wall-mount, full-swing cover, key-lock, plastic, transparent",PLSTD,,
PLSVM1218BL,"Bar Service Mat, servicing, 12"" x 18"", plastic, black",PLSV,,
PLSVM1218R,"Bar Service Mat, servicing, 12"" x 18"", plastic, brown",PLSV,,
PLTC010W,"Trash Can, 10 gallon, round, integrated handles, plastic, white",PLTC01,,
PLTC010WL,"Trash Can Lid, round, secure snap-on, plastic, white (for PLTC010W)",PLTC01,,
PLTC020G,"Trash Can, 20 gallon, round, integrated handles, plastic, gray",PLTC020,,
PLTC020GL,"Trash Can Lid, round, secure snap-on, plastic, gray (for PLTC020G)",PLTC020,,
PLTC020W,"Trash Can, 20 gallon, round, integrated handles, plastic, white",PLTC020,,
PLTC020WL,"Trash Can Lid, round, secure snap-on, plastic, white (for PLTC020W)",PLTC020,,
PLTC023B,"Trash Can, 23 gallon, rectangular, flat bottom, durable, plastic, brown",PLTC023B,,
PLTC023BL,"Trash Can Lid, rectangular. secure snap-on, swing door, plastic, brown (for PLTC023B)",PLTC023B,,
PLTC023G,"Trash Can, 23 gallon, rectangular, flat bottom, durable, plastic, gray",PLTC023G,,
PLTC023GL,"Trash Can Lid, rectangular, secure snap-on, swing door, plastic, gray (for PLTC023G)",PLTC023G,,
PLTC023K,"Trash Can, 23 gallon, rectangular, flat bottom, durable, plastic, black",PLTC023K,,
PLTC023KL,"Trash Can Lid, rectangular, secure snap-on, swing door, plastic, black (for PLTC023K)",PLTC023K,,
PLTC023R,"Recycling Container, 23 gallon, rectangular, with recycle logo, flat bottom, durable, plastic, blue",PLTC023R,,
PLTC023RC,"Recycling Container Lid, rectangular, for bottles & cans (2-holes), secure snap-on, plastic, blue (for PLTC023R)",PLTC023R,,
PLTC023RL,"Recycling Container Lid, rectangular, swing door, secure snap-on, plastic, blue (for PLTC023R)",PLTC023R,,
PLTC023RP,"Recycling Container Lid, rectangular, for paper (1-slot), secure snap-on, plastic, blue (for PLTC023R)",PLTC023R,,
PLTC032G,"Trash Can, 32 gallon, round, integrated handles, plastic, gray",PLTC03,,
PLTC032GH,"Trash Can Lid, round, with center opening, secure snap-on, plastic, gray (for PLTC032G)",PLTC03,,
PLTC032GL,"Trash Can Lid, round, secure snap-on, plastic, gray (for PLTC032G)",PLTC03,,
PLTC044G,"Trash Can, 44 gallon, round, integrated handles, plastic, gray",PLTC04,,
PLTC044GH,"Trash Can Lid, round, with center opening, secure snap-on, plastic, gray (for PLTC044G)",PLTC04,,
PLTC044GL,"Trash Can Lid, round, secure snap-on, plastic, gray (for PLTC044G)",PLTC04,,
PLTCD005,"Trash Can Dolly, 18"" x 6"", 5 casters, plastic, black",PLTCD,,
PLTCD023,"Trash Can Dolly, 24-1/2"" x 15-3/4"" x 8-1/4"", polypropylene (for PLTC023 series)",PLTCD,,
PLTD003,"Toothpick Dispenser, 3-5/8"" x 3-3/4"" x 4-7/8"" rectangular, easy lift top, acrylic, clear",PLTD,,
PLTHBK040C,"Ice Bucket, 4 quart, 8"" dia. x 8-1/2""H, with handles, polycarbonate, clear",PLTHB,,
PLTHBK140C,"Ice Bucket, 4 quart, 8"" dia. x 8-1/2""H, with handles, includes:  6"" tong, polycarbonate, clear",PLTHB,,
PLTHCF050CC,"Traditional Carafe, 17 oz. (0.5L), 6""H, polycarbonate, clear (12 each minimum order)",PLTHCF05,,
PLTHCF075NC,"Napa Decanter, 25 oz., 9-7/8""H, polycarbonate, clear, (12 each minimum order)",PLTHCF07,,
PLTHCF100CC,"Traditional Carafe, 34 oz. (1.0L), 9-3/4""H, polycarbonate, clear (12 each minimum order)",PLTHCF1,,
PLTHCG008C,"Cocktail Glass, 8 oz., 3-7/8""H, heavy base, polycarbonate, clear (12 each minimum order)",PLTHCG,,
PLTHCP007C,"Champagne Glass, 7 oz., 9""H, polycarbonate, clear (12 each minimum order)",PLTHCP,,
PLTHEP016C,"English Pub Glass, 16 oz., 6-1/4""H, starburst base, polycarbonate, clear (12 each minimum order)",PLTHE,,
PLTHEP020C,"English Pub Glass, 20 oz., 6-1/8""H, starburst base, polycarbonate, clear (12 each minimum order)",PLTHE,,
PLTHFT005C,"Fruit Tray, 5 oz., 2"" tall, heavy base, polycarbonate, clear (12 each minimum order)",PLTHF,,
PLTHGL020C,"Goblet, 20 oz., 7-3/4""H, polycarbonate, clear (12 each minimum order)",PLTHG,,
PLTHHC016C,"Hurricane Glass, 16 oz., 8""H, polycarbonate, clear (12 each minimum order)",PLTHH,,
PLTHHC024C,"Hurricane Glass, 24 oz., 9-1/4""H, polycarbonate, clear (12 each minimum order)",PLTHH,,
PLTHMG016C,"Mixing Glass, 16 oz., 6""H, starburst base, polycarbonate, clear (12 each minimum order)",PLTHMG,,
PLTHMG020C,"Mixing Glass, 20 oz., 6-3/4""H, starburst base, polycarbonate, clear (12 each minimum order)",PLTHMG,,
PLTHMR009C,"Margarita Glass, 9 oz., 6""H, polycarbonate, clear (12 each minimum order)",PLTHMR,,
PLTHMR011C,"Margarita Glass, 11 oz., 6""H, polycarbonate, clear (12 each minimum order)",PLTHMR,,
PLTHMT008C,"Martini Glass, 8 oz., 6-5/8""H, polycarbonate, clear (12 each minimum order)",PLTHMT,,
PLTHPS013C,"Pilsner Glass, 13 oz., 8-1/4""H, starburst base, polycarbonate, clear (12 each minimum order)",PLTHP,,
PLTHPS023C,"Pilsner Glass, 23 oz., 10""H, starburst base, polycarbonate, clear (12 each minimum order)",PLTHP,,
PLTHRG008C,"Rocks Glass, 8-1/2 oz., 3-1/8""H, stackable, heavy base, polycarbonate, clear (12 each minimum order)",PLTHR,,
PLTHRG010C,"Rocks Glass, 10 oz., 3-1/2""H, stackable, heavy base, polycarbonate, clear (12 each minimum order)",PLTHR,,
PLTHRG012C,"Rocks Glass, 12 oz., 3-7/8""H, stackable, heavy base, polycarbonate, clear (12 each minimum order)",PLTHR,,
PLTHRG208C,"Rocks Glass, 8 oz., 3-1/4""H, stackable, starburst base, polycarbonate, clear (12 each minimum order)",PLTHR,,
PLTHRG210C,"Rocks Glass, 10 oz., 3-5/8""H, stackable, starburst base, polycarbonate, clear (12 each minimum order)",PLTHR,,
PLTHRG212C,"Rocks Glass, 12 oz., 3-7/8""H, stackable, starburst base, polycarbonate, clear (12 each minimum order)",PLTHR,,
PLTHSB008C,"Squeeze Bottle, 8 oz., plastic, clear (6 dozen minimum order)",PLTHSB,,
PLTHSB008R,"Squeeze Bottle, 8 oz., plastic, red (6 dozen minimum order)",PLTHSB,,
PLTHSB008Y,"Squeeze Bottle, 8 oz., plastic, yellow (6 dozen minimum order)",PLTHSB,,
PLTHSB012C,"Squeeze Bottle, 12 oz., plastic, clear (3 dozen minimum order)",PLTHSB,,
PLTHSB012R,"Squeeze Bottle, 12 oz., plastic, red (3 dozen minimum order)",PLTHSB,,
PLTHSB012Y,"Squeeze Bottle, 12 oz., plastic, yellow (3 dozen minimum order)",PLTHSB,,
PLTHSB016CW,"Squeeze Bottle, 16 oz., wide mouth, plastic, clear, (6 per pack)",PLTHSB,,
PLTHSB016RW,"Squeeze Bottle, 16 oz., wide mouth plastic, red, (6 per pack)",PLTHSB,,
PLTHSB016YW,"Squeeze Bottle, 16 oz., wide mouth plastic, yellow, (6 per pack)",PLTHSB,,
PLTHSB024C,"Squeeze Bottle, 24 oz., plastic, clear (3 dozen minimum order)",PLTHSB,,
PLTHSB024CW,"Squeeze Bottle, 24 oz., wide mouth, plastic, clear, (6 per pack)",PLTHSB,,
PLTHSB024R,"Squeeze Bottle, 24 oz., plastic, red (3 dozen minimum order)",PLTHSB,,
PLTHSB024RW,"Squeeze Bottle, 24 oz., wide mouth, plastic, red, (6 per pack)",PLTHSB,,
PLTHSB024Y,"Squeeze Bottle, 24 oz., plastic, yellow (3 dozen minimum order)",PLTHSB,,
PLTHSB024YW,"Squeeze Bottle, 24 oz., wide mouth, plastic, yellow, (6 per pack)",PLTHSB,,
PLTHSB032CW,"Squeeze Bottle, 32 oz., wide mouth, plastic, clear, (6 per pack)",PLTHSB,,
PLTHSB032RW,"Squeeze Bottle, 32 oz., wide mouth, plastic, red, (6 per pack)",PLTHSB,,
PLTHSB032YW,"Squeeze Bottle, 32 oz., wide mouth, plastic, yellow, (6 per pack)",PLTHSB,,
PLTHSG001CC,"Shot Glass, 1 oz., 2-1/2""H, heavy base, polycarbonate, clear (24 each minimum order)",PLTHSG,,
PLTHSG002AC,"Shot Glass, 2 oz., 3-7/8""H, flared, heavy base, polycarbonate, clear (24 each minimum order)",PLTHSG,,
PLTHSG002CC,"Shot Glass, 2 oz., 4-1/4""H, heavy base, polycarbonate, clear (24 each minimum order)",PLTHSG,,
PLTHSG015CC,"Shot Glass, 1-1/2 oz., 3-1/4""H, heavy base, polycarbonate, clear (24 each minimum order)",PLTHSG,,
PLTHSG125SC,"Shot Glass, 2.5 oz., 2-1/2""H, square, heavy base, polycarbonate, clear (24 each minimum order)",PLTHSG,,
PLTHSG130SC,"Shot Glass, 3 oz., 2-1/2""H, square, heavy base, polycarbonate, clear (24 each minimum order)",PLTHSG,,
PLTHSL001W,"Snap Lid, for 17 oz. & 34 oz. carafe, polypropylene, white (12 each minimum order)",PLTHSL,,
PLTHSN024C,"Schooner, 24 oz., 7-1/4""H, polycarbonate, clear (12 each minimum order)",PLTHSN,,
PLTHSS016C,"Shot Shaker, 16 oz., 8-3/4""H, 3-piece, polycarbonate, clear (6 each minimum order)",PLTHSS,,
PLTHST012C,"Classic Tumbler, 12 oz., 5-1/2""H, stackable, heavy base, polycarbonate, clear, (12 each minimum order)",PLTHST0,,
PLTHST014C,"Classic Tumbler, 14 oz., 6-1/2""H, stackable, heavy base, polycarbonate, clear, (12 each minimum order)",PLTHST0,,
PLTHST212C,"Tumbler, 12 oz., 5-7/8""H, stackable, starburst base, polycarbonate, clear (12 each minimum order)",PLTHST2,,
PLTHST214C,"Tumbler, 14 oz., 6-1/8""H, stackable, starburst base, polycarbonate, clear (12 each minimum order)",PLTHST2,,
PLTHTB005A,"Tumbler, 5 oz., textured exterior, scratch and impact resistant, stackable, dishwasher safe, plastic, amber",PLTHT,,
PLTHTB005B,"Tumbler, 5 oz., textured exterior, scratch and impact resistant, stackable, dishwasher safe, plastic, blue",PLTHT,,
PLTHTB005C,"Tumbler, 5 oz., textured exterior, scratch and impact resistant, stackable, dishwasher safe, plastic, clear",PLTHT,,
PLTHTB005R,"Tumbler, 5 oz., textured exterior, scratch and impact resistant, stackable, dishwasher safe, plastic, red",PLTHT,,
PLTHTB008A,"Tumbler, 8 oz., textured exterior, scratch and impact resistant, stackable, dishwasher safe, plastic, amber",PLTHT,,
PLTHTB008B,"Tumbler, 8 oz., textured exterior, scratch and impact resistant, stackable, dishwasher safe, plastic, blue",PLTHT,,
PLTHTB008C,"Tumbler, 8 oz., textured exterior, scratch and impact resistant, stackable, dishwasher safe, plastic, clear",PLTHT,,
PLTHTB008R,"Tumbler, 8 oz., textured exterior, scratch and impact resistant, stackable, dishwasher safe, plastic, red",PLTHT,,
PLTHTB010A,"Tumbler, 9-1/2 oz., textured exterior, scratch and impact resistant, stackable, dishwasher safe, plastic, amber",PLTHT,,
PLTHTB010B,"Tumbler, 9-1/2 oz., textured exterior, scratch and impact resistant, stackable, dishwasher safe, plastic, blue",PLTHT,,
PLTHTB010C,"Tumbler, 9-1/2 oz., textured exterior, scratch and impact resistant, stackable, dishwasher safe, plastic, clear",PLTHT,,
PLTHTB010R,"Tumbler, 9-1/2 oz., textured exterior, scratch and impact resistant, stackable, dishwasher safe, plastic, red",PLTHT,,
PLTHTB012A,"Tumbler, 12 oz., textured exterior, scratch and impact resistant, stackable, dishwasher safe, plastic, amber",PLTHT,,
PLTHTB012B,"Tumbler, 12 oz., textured exterior, scratch and impact resistant, stackable, dishwasher safe, plastic, blue",PLTHT,,
PLTHTB012C,"Tumbler, 12 oz., textured exterior, scratch and impact resistant, stackable, dishwasher safe, plastic, clear",PLTHT,,
PLTHTB012R,"Tumbler, 12 oz., textured exterior, scratch and impact resistant, stackable, dishwasher safe, plastic, red",PLTHT,,
PLTHTB016A,"Tumbler, 16 oz., textured exterior, scratch and impact resistant, stackable, dishwasher safe, plastic, amber",PLTHT,,
PLTHTB016B,"Tumbler, 16 oz., textured exterior, scratch and impact resistant, stackable, dishwasher safe, plastic, blue",PLTHT,,
PLTHTB016C,"Tumbler, 16 oz., textured exterior, scratch and impact resistant, stackable, dishwasher safe, plastic, clear",PLTHT,,
PLTHTB016R,"Tumbler, 16 oz., textured exterior, scratch and impact resistant, stackable, dishwasher safe, plastic, red",PLTHT,,
PLTHTB020A,"Tumbler, 20 oz., textured exterior, scratch and impact resistant, stackable, dishwasher safe, plastic, amber",PLTHT,,
PLTHTB020B,"Tumbler, 20 oz., textured exterior, scratch and impact resistant, stackable, dishwasher safe, plastic, blue",PLTHT,,
PLTHTB020C,"Tumbler, 20 oz., textured exterior, scratch and impact resistant, stackable, dishwasher safe, plastic, clear",PLTHT,,
PLTHTB020R,"Tumbler, 20 oz., textured exterior, scratch and impact resistant, stackable, dishwasher safe, plastic, red",PLTHT,,
PLTHTB024A,"Tumbler, 24 oz., textured exterior, scratch and impact resistant, stackable, dishwasher safe, plastic, amber",PLTHT,,
PLTHTB024B,"Tumbler, 24 oz., textured exterior, scratch and impact resistant, stackable, dishwasher safe, plastic, blue",PLTHT,,
PLTHTB024C,"Tumbler, 24 oz., textured exterior, scratch and impact resistant, stackable, dishwasher safe, plastic, clear",PLTHT,,
PLTHTB024R,"Tumbler, 24 oz., textured exterior, scratch and impact resistant, stackable, dishwasher safe, plastic, red",PLTHT,,
PLTHTB032A,"Tumbler, 32 oz., textured exterior, scratch and impact resistant, stackable, dishwasher safe, plastic, amber",PLTHT,,
